1900,1576;2012,1584;2120,1592;2232,1592;2344,1600;2452,1604;2568,1608;2680,1620;2788,1624;1896,1688;2008,1696;2120,1700;2224,1708;2336,1708;2444,1720;2560,1720;2668,1724;2780,1732;1888,1796;2004,1804;2112,1812;2220,1816;2332,1824;2444,1828;2556,1832;2664,1836;2780,1844;1880,1908;1996,1920;2104,1920;2220,1928;2328,1936;2436,1936;2548,1944;2664,1952;2776,1956;1880,2028;1996,2028;2096,2036;2216,2036;2324,2044;2436,2048;2544,2056;2656,2060;2768,2064;1880,2132;1984,2140;2100,2144;2208,2144;2320,2160;2432,2160;2540,2168;2656,2172;2764,2180;
2136,1672;2248,1696;2360,1720;2468,1740;2584,1756;2696,1776;2808,1796;2920,1816;3024,1836;2124,1792;2232,1808;2344,1828;2448,1848;2564,1864;2676,1884;2788,1908;2900,1932;3008,1948;2100,1900;2212,1920;2320,1940;2428,1956;2544,1980;2656,1996;2768,2020;2876,2040;2988,2060;2076,2008;2188,2024;2296,2044;2412,2068;2516,2088;2636,2112;2748,2128;2864,2152;2968,2164;2056,2124;2172,2136;2280,2164;2388,2184;2504,2204;2612,2224;2728,2240;2844,2264;2952,2280;2044,2232;2156,2256;2264,2268;2372,2292;2488,2312;2596,2332;2704,2352;2820,2376;2936,2400;
2168,1688;2280,1716;2380,1736;2492,1764;2612,1784;2712,1812;2824,1836;2940,1868;3044,1892;2140,1796;2252,1824;2360,1844;2464,1872;2576,1896;2692,1924;2800,1952;2908,1976;3020,2000;2120,1908;2224,1932;2336,1960;2444,1980;2556,2012;2664,2040;2780,2060;2884,2084;2996,2112;2080,2012;2208,2044;2312,2068;2416,2092;2536,2116;2640,2148;2748,2176;2860,2196;2968,2220;2064,2124;2176,2152;2284,2184;2396,2204;2504,2232;2612,2256;2724,2280;2836,2304;2944,2332;2040,2236;2152,2264;2260,2288;2364,2312;2476,2340;2588,2368;2692,2392;2808,2420;2916,2444;
2172,1448;2288,1476;2400,1508;2516,1540;2632,1568;2752,1596;2864,1624;2984,1652;3100,1688;2148,1564;2260,1596;2372,1620;2488,1648;2612,1680;2716,1704;2836,1744;2956,1768;3068,1800;2116,1676;2224,1704;2340,1736;2460,1764;2576,1792;2692,1824;2812,1856;2920,1880;3040,1908;2084,1788;2200,1820;2316,1844;2432,1884;2552,1916;2660,1936;2776,1972;2896,2000;3012,2028;2060,1908;2176,1936;2292,1968;2408,2000;2516,2024;2632,2052;2756,2080;2868,2112;2988,2144;2028,2016;2148,2056;2264,2080;2376,2108;2488,2140;2608,2168;2724,2204;2836,2232;2956,2264;
2256,804;2380,828;2512,864;2640,888;2756,916;2900,952;3016,976;3148,1004;3280,1032;2232,924;2360,952;2480,988;2604,1016;2728,1044;2864,1080;2996,1108;3116,1136;3248,1164;2196,1048;2320,1080;2456,1112;2580,1140;2704,1172;2836,1204;2960,1224;3088,1256;3212,1288;2172,1172;2296,1208;2412,1232;2548,1264;2668,1292;2808,1328;2932,1360;3060,1384;3196,1416;2140,1300;2264,1328;2388,1356;2520,1392;2648,1420;2776,1456;2900,1484;3032,1512;3164,1540;2116,1424;2236,1456;2364,1484;2488,1516;2624,1548;2748,1576;2880,1612;3012,1640;3136,1668;
2240,540;2368,572;2488,596;2628,624;2744,652;2880,680;3008,712;3136,740;3260,772;2208,664;2336,700;2460,724;2588,760;2724,780;2840,812;2980,844;3108,868;3240,900;2180,796;2308,824;2424,852;2560,876;2692,908;2812,936;2948,972;3072,996;3200,1028;2152,928;2272,952;2404,976;2532,1012;2664,1040;2788,1068;2924,1096;3052,1128;3168,1160;2112,1060;2248,1080;2372,1120;2504,1136;2628,1168;2764,1196;2892,1228;3012,1256;3148,1284;2088,1180;2212,1204;2344,1232;2468,1260;2604,1292;2720,1324;2864,1356;2984,1384;3120,1404;
2148,1612;2272,1632;2396,1656;2528,1680;2648,1704;2776,1720;2904,1748;3040,1768;3168,1792;2120,1728;2248,1752;2380,1776;2504,1796;2636,1824;2760,1848;2896,1868;3024,1896;3152,1916;2100,1856;2232,1876;2352,1904;2484,1928;2616,1952;2744,1972;2872,1996;3008,2024;3140,2048;2076,1980;2208,2004;2332,2032;2472,2052;2596,2080;2724,2104;2872,2128;2996,2156;3132,2180;2052,2112;2180,2136;2312,2164;2452,2192;2584,2216;2716,2244;2852,2268;2992,2292;3120,2316;2028,2244;2164,2272;2292,2300;2424,2324;2564,2352;2696,2380;2832,2400;2972,2428;3112,2452;
2184,1664;2316,1692;2448,1712;2576,1732;2712,1748;2844,1764;2980,1792;3124,1808;3252,1828;2164,1792;2292,1816;2432,1836;2568,1860;2704,1880;2840,1900;2976,1916;3116,1940;3252,1960;2136,1920;2280,1944;2416,1964;2556,1988;2692,2012;2832,2032;2972,2048;3108,2072;3248,2096;2116,2052;2260,2080;2400,2100;2544,2120;2680,2144;2820,2168;2968,2188;3104,2216;3248,2236;2104,2192;2244,2220;2376,2240;2524,2264;2668,2284;2812,2312;2960,2328;3100,2360;3252,2388;2072,2336;2228,2364;2360,2388;2500,2408;2656,2436;2796,2460;2952,2484;3100,2500;3248,2536;
2192,1636;2320,1656;2452,1672;2584,1692;2720,1712;2856,1732;2996,1752;3132,1772;3268,1792;2168,1756;2304,1784;2440,1800;2576,1816;2708,1840;2848,1864;2988,1880;3124,1900;3264,1920;2148,1888;2284,1900;2428,1932;2564,1952;2700,1972;2840,1996;2976,2016;3120,2032;3264,2056;2132,2016;2268,2044;2408,2064;2548,2088;2692,2108;2836,2132;2976,2156;3120,2176;3268,2196;2104,2160;2252,2180;2392,2200;2532,2224;2684,2252;2824,2272;2976,2292;3116,2320;3260,2340;2088,2304;2232,2324;2376,2348;2524,2380;2672,2396;2816,2424;2968,2448;3112,2468;3264,2492;
2112,1652;2244,1672;2380,1688;2508,1704;2644,1728;2788,1744;2916,1768;3052,1780;3184,1804;2100,1772;2224,1796;2364,1812;2500,1836;2628,1852;2772,1876;2912,1892;3044,1916;3184,1936;2080,1900;2212,1916;2348,1940;2480,1964;2628,1988;2768,2004;2904,2024;3044,2052;3180,2068;2052,2032;2196,2056;2328,2080;2476,2100;2616,2120;2752,2148;2900,2168;3036,2188;3188,2212;2040,2176;2172,2192;2320,2216;2456,2240;2604,2264;2744,2288;2892,2312;3032,2328;3176,2352;2012,2320;2156,2344;2292,2360;2440,2388;2596,2412;2736,2432;2884,2460;3032,2480;3184,2508;
